requested_dev_sms,requested_zc_sms,pattern,size_mb,iters,dev_sms,zc_sms,dev_solo_gbps,zc_solo_gbps,dev_co_gbps,zc_co_gbps,aggregate_gbps,solo_sum_gbps,aggregate_ratio_pct,device_preserve_ratio_pct,zc_preserve_ratio_pct
8,8,strided,8,32,8,8,137.378532,78.000909,135.727015,66.721228,202.448243,215.379441,93.996086,98.797835,85.539039
8,8,strided,16,1,8,8,13.050431,13.039395,6.599799,6.627748,13.227547,26.089826,50.700021,50.571502,50.828648
8,8,strided,16,2,8,8,25.271155,21.023238,13.257172,11.872464,25.129636,46.294393,54.282245,52.459700,56.473050
8,8,strided,16,4,8,8,46.118622,39.866021,29.300883,18.446123,47.747006,85.984642,55.529691,63.533735,46.270289
8,8,strided,16,8,8,8,83.847509,60.101506,64.075286,35.618601,99.693887,143.949015,69.256387,76.418830,59.264075
8,8,strided,16,16,8,8,117.365866,73.103339,108.427575,51.190001,159.617576,190.469205,83.802301,92.384250,70.024162
8,8,strided,16,32,8,8,138.513873,78.221661,136.869713,66.659022,203.528734,216.735534,93.906491,98.812999,85.218110
8,8,strided,32,1,8,8,13.068647,13.099013,6.605245,6.609742,13.214986,26.167660,50.501215,50.542683,50.459844
8,8,strided,32,2,8,8,25.361003,21.109151,13.243275,11.850459,25.093734,46.470155,53.999679,52.219050,56.138966
8,8,strided,32,4,8,8,46.406924,39.951840,28.268075,18.275409,46.543484,86.358764,53.895496,60.913486,45.743598
8,8,strided,32,8,8,8,84.179867,60.577628,64.295797,35.720323,100.016120,144.757494,69.092188,76.379068,58.966196
8,8,strided,32,16,8,8,117.662184,73.412021,109.082498,51.307474,160.389971,191.074205,83.941195,92.708204,69.889744
8,8,strided,32,32,8,8,139.146290,78.232602,137.318381,66.740339,204.058720,217.378892,93.872371,98.686340,85.310135
8,8,strided,64,1,8,8,13.086262,13.119910,6.527571,6.532655,13.060226,26.206172,49.836449,49.881097,49.791916
8,8,strided,64,2,8,8,25.225861,21.004601,13.209824,11.825934,25.035758,46.230463,54.154245,52.366195,56.301636
8,8,strided,64,4,8,8,46.433894,39.805108,27.510758,18.096526,45.607284,86.239003,52.884754,59.247149,45.462822
8,8,strided,64,8,8,8,83.141957,60.310867,63.382239,35.599555,98.981794,143.452824,68.999543,76.233758,59.026767
8,8,strided,64,16,8,8,117.511784,72.597997,107.879580,50.713420,158.592999,190.109781,83.421799,91.803202,69.855122
8,8,strided,64,32,8,8,139.453367,78.257507,137.261077,66.360086,203.621163,217.710874,93.528247,98.427941,84.797087
8,8,scatter,1,1,8,8,12.087053,11.453338,6.319768,6.541824,12.861593,23.540391,54.636274,52.285436,57.117185
8,8,scatter,1,2,8,8,17.789359,15.420234,8.237305,8.826397,17.063702,33.209593,51.381847,46.304677,57.239061
8,8,scatter,1,4,8,8,23.264465,22.397813,11.640497,13.578369,25.218866,45.662279,55.229102,50.035524,60.623638
8,8,scatter,1,8,8,8,35.699851,31.945407,15.159842,18.218903,33.378746,67.645258,49.343807,42.464722,57.031370
8,8,scatter,1,16,8,8,39.878907,38.445993,21.635290,26.404513,48.039803,78.324900,61.334011,54.252466,68.679491
8,8,scatter,1,32,8,8,48.877825,42.509263,29.549838,31.086024,60.635862,91.387087,66.350580,60.456534,73.127648
8,8,scatter,2,1,8,8,10.536335,10.432347,5.520216,5.620583,11.140799,20.968681,53.130660,52.392182,53.876498
8,8,scatter,2,2,8,8,11.850994,14.348330,6.895986,7.771374,14.667360,26.199324,55.983735,58.189093,54.162221
8,8,scatter,2,4,8,8,14.039417,20.516867,8.050858,13.112008,21.162866,34.556284,61.241730,57.344677,63.908431
8,8,scatter,2,8,8,8,17.164446,26.708507,9.920678,16.602600,26.523279,43.872953,60.454737,57.797835,62.162218
8,8,scatter,2,16,8,8,22.070637,33.415422,11.807357,18.354424,30.161781,55.486059,54.359206,53.498036,54.928002
8,8,scatter,2,32,8,8,34.527273,37.487299,17.089615,19.624747,36.714362,72.014572,50.981851,49.495988,52.350389
8,8,scatter,4,1,8,8,10.174028,10.132344,5.202096,5.250651,10.452747,20.306372,51.475205,51.131134,51.820692
8,8,scatter,4,2,8,8,11.545651,12.481264,6.309729,6.652895,12.962624,24.026915,53.950429,54.650269,53.303050
8,8,scatter,4,4,8,8,14.060879,18.017389,7.488438,10.155424,17.643862,32.078267,55.002539,53.257252,56.364572
8,8,scatter,4,8,8,8,16.425835,24.513757,8.367655,13.014687,21.382343,40.939592,52.229008,50.942041,53.091361
8,8,scatter,4,16,8,8,22.427515,29.846751,11.017173,14.361732,25.378905,52.274266,48.549520,49.123468,48.118242
8,8,scatter,4,32,8,8,26.409834,33.792603,12.837689,15.923576,28.761264,60.202436,47.774253,48.609502,47.121483
8,8,scatter,8,1,8,8,10.051149,10.036141,5.187273,5.212025,10.399297,20.087290,51.770535,51.608754,51.932557
8,8,scatter,8,2,8,8,11.068167,11.666659,6.011443,6.334735,12.346178,22.734826,54.305135,54.312905,54.297763
8,8,scatter,8,4,8,8,13.013019,16.882835,7.004141,9.602063,16.606205,29.895853,55.546849,53.824108,56.874710
8,8,scatter,8,8,8,8,15.240266,23.433960,7.764009,12.009392,19.773401,38.674227,51.128109,50.944049,51.247812
8,8,scatter,8,16,8,8,20.428430,28.832379,10.999808,14.619207,25.619016,49.260809,52.006893,53.845590,50.704132
8,8,scatter,8,32,8,8,24.999725,32.931889,12.096046,15.095740,27.191787,57.931613,46.937734,48.384718,45.839279
8,8,scatter,16,1,8,8,9.998818,10.029422,5.124253,5.146133,10.270386,20.028239,51.279526,51.248594,51.310364
8,8,scatter,16,2,8,8,11.024413,11.539171,5.932168,6.219238,12.151406,22.563584,53.854061,53.809381,53.896749
8,8,scatter,16,4,8,8,12.885489,16.648424,6.934269,9.461940,16.396210,29.533913,55.516549,53.814562,56.833848
8,8,scatter,16,8,8,8,14.978213,23.110513,7.624233,11.819180,19.443413,38.088726,51.047687,50.902156,51.142008
8,8,scatter,16,16,8,8,20.350870,28.368259,10.747020,13.855774,24.602793,48.719129,50.499247,52.808650,48.842524
8,8,scatter,16,32,8,8,24.420593,32.423439,11.793936,14.707941,26.501877,56.844032,46.622092,48.295044,45.362062
8,8,scatter,32,1,8,8,10.013714,9.979975,5.048658,5.060890,10.109549,19.993689,50.563699,50.417442,50.710450
8,8,scatter,32,2,8,8,10.951014,11.418292,5.843863,6.159236,12.003098,22.369305,53.658790,53.363669,53.941832
8,8,scatter,32,4,8,8,12.836668,16.606107,6.882418,9.546221,16.428639,29.442775,55.798543,53.615305,57.486205
8,8,scatter,32,8,8,8,15.008576,23.887598,7.421334,12.268573,19.689907,38.896174,50.621705,49.447287,51.359591
8,8,scatter,32,16,8,8,20.614402,29.479225,10.874941,14.537334,25.412274,50.093626,50.729556,52.754093,49.313826
8,8,scatter,32,32,8,8,25.504770,34.016651,12.094751,15.463755,27.558506,59.521421,46.300148,47.421526,45.459369
8,8,scatter,64,1,8,8,9.835164,9.901614,1.333492,1.333765,2.667257,19.736778,13.514145,13.558410,13.470176
8,8,scatter,64,2,8,8,10.713804,11.476152,1.788026,1.812934,3.600960,22.189955,16.227881,16.688990,15.797402
8,8,scatter,64,4,8,8,12.557476,16.728436,1.927049,2.405910,4.332959,29.285913,14.795371,15.345833,14.382158
8,8,scatter,64,8,8,8,14.745247,24.121172,3.095085,4.777856,7.872941,38.866420,20.256408,20.990388,19.807727
8,8,scatter,64,16,8,8,20.836047,30.100058,3.275736,4.538120,7.813856,50.936106,15.340505,15.721485,15.076782
8,8,scatter,64,32,8,8,25.428010,34.931902,3.678724,4.904474,8.583198,60.359912,14.220030,14.467210,14.040100
6,10,uniform,1,1,6,10,30.062384,26.837019,18.234836,23.027407,41.262243,56.899404,72.517883,60.656654,85.804636
6,10,uniform,1,2,6,10,46.119634,40.908865,30.927795,36.187741,67.115536,87.028499,77.119032,67.059931,88.459411
6,10,uniform,1,4,6,10,69.534216,70.355341,56.350816,66.975984,123.326800,139.889558,88.160119,81.040414,95.196729
6,10,uniform,1,8,6,10,87.702912,109.317760,81.690246,113.975652,195.665898,197.020673,99.312370,93.144280,104.260874
6,10,uniform,1,16,6,10,109.454694,142.857765,103.165682,150.575059,253.740741,252.312459,100.566076,94.254233,105.402082
6,10,uniform,1,32,6,10,118.509941,169.316328,113.654456,175.556493,289.210949,287.826269,100.481082,95.902887,103.685507
6,10,uniform,2,1,6,10,17.896232,27.559294,16.371721,38.664307,55.036028,45.455526,121.076651,91.481388,140.294983
6,10,uniform,2,2,6,10,30.789758,43.822134,29.640886,56.350816,85.991702,74.611891,115.252007,96.268655,128.589851
6,10,uniform,2,4,6,10,51.592995,74.451576,50.103978,92.739619,142.843597,126.044571,113.327846,97.113915,124.563676
6,10,uniform,2,8,6,10,77.995835,115.558302,76.627887,130.203976,206.831863,193.554137,106.859955,98.246127,112.673839
6,10,uniform,2,16,6,10,101.596360,147.707568,101.645596,159.860849,261.506445,249.303929,104.894635,100.048462,108.227934
6,10,uniform,2,32,6,10,115.158533,173.504763,115.443796,181.739434,297.183230,288.663296,102.951513,100.247714,104.746078
6,10,uniform,4,1,6,10,18.626120,28.750164,17.046690,40.953600,58.000290,47.376284,122.424735,91.520350,142.446492
6,10,uniform,4,2,6,10,31.848378,44.780322,30.148822,57.911046,88.059867,76.628700,114.917605,94.663602,129.322530
6,10,uniform,4,4,6,10,53.108591,76.171437,51.704931,96.827383,148.532315,129.280028,114.891927,97.357000,127.117707
6,10,uniform,4,8,6,10,79.564158,118.176042,78.492103,134.455803,212.947906,197.740200,107.690751,98.652590,113.775855
6,10,uniform,4,16,6,10,103.922299,152.033635,103.598872,163.537817,267.136690,255.955934,104.368234,99.688780,107.566866
6,10,uniform,4,32,6,10,116.846001,177.019673,116.787436,185.070046,301.857483,293.865674,102.719545,99.949879,104.547728
6,10,uniform,8,1,6,10,18.845722,29.620791,17.100065,42.057435,59.157500,48.466514,122.058502,90.737119,141.986196
6,10,uniform,8,2,6,10,32.441556,45.761369,30.533343,59.673118,90.206461,78.202925,115.349216,94.117996,130.400641
6,10,uniform,8,4,6,10,53.545218,78.633372,52.363346,98.916047,151.279393,132.178590,114.450754,97.792759,125.793979
6,10,uniform,8,8,6,10,80.768420,120.401418,79.395474,136.149236,215.544710,201.169838,107.145640,98.300144,113.079429
6,10,uniform,8,16,6,10,104.847115,153.857305,104.603940,165.567655,270.171595,258.704420,104.432540,99.768067,107.611176
6,10,uniform,8,32,6,10,117.607749,178.945523,117.522075,188.559586,306.081661,296.553271,103.213045,99.927153,105.372620
6,10,uniform,16,1,6,10,19.174488,30.107270,17.325534,42.555845,59.881379,49.281758,121.508205,90.357221,141.347405
6,10,uniform,16,2,6,10,32.749580,46.380749,30.682545,60.265297,90.947842,79.130329,114.934240,93.688361,129.936017
6,10,uniform,16,4,6,10,54.412124,79.185623,52.738639,99.378529,152.117169,133.597746,113.862077,96.924427,125.500723
6,10,uniform,16,8,6,10,81.316478,121.482471,79.803339,137.023979,216.827318,202.798949,106.917377,98.139198,112.793210
6,10,uniform,16,16,6,10,105.515751,154.236371,104.934993,166.516485,271.451478,259.752122,104.504046,99.449602,107.961879
6,10,uniform,16,32,6,10,117.989039,179.725713,117.897834,189.335030,307.232864,297.714752,103.197057,99.922700,105.346657
6,10,uniform,32,1,6,10,19.207503,30.147953,17.366855,42.769344,60.136200,49.355457,121.843062,90.417037,141.864836
6,10,uniform,32,2,6,10,32.794647,46.571295,30.724352,60.639370,91.363722,79.365942,115.117038,93.687096,130.207608
6,10,uniform,32,4,6,10,54.703793,79.564158,52.829645,100.115470,152.945115,134.267951,113.910366,96.574007,125.829861
6,10,uniform,32,8,6,10,81.433306,121.761084,79.831439,138.002306,217.833745,203.194391,107.204605,98.032909,113.338598
6,10,uniform,32,16,6,10,105.653302,154.692874,105.175094,167.141966,272.317060,260.346176,104.598064,99.547380,108.047618
6,10,uniform,32,32,6,10,118.181872,180.218985,118.093688,189.725849,307.819537,298.400857,103.156385,99.925382,105.275173
6,10,uniform,64,1,6,10,19.275294,30.360505,16.180604,40.169938,56.350543,49.635799,113.528026,83.944787,132.309848
6,10,uniform,64,2,6,10,32.931630,46.702491,29.044616,57.197654,86.242271,79.634121,108.298138,88.196715,122.472386
6,10,uniform,64,4,6,10,54.809947,79.706280,50.729059,96.453302,147.182361,134.516227,109.416063,92.554475,121.010919
6,10,uniform,64,8,6,10,81.606802,121.906183,79.351162,134.691845,214.043007,203.512985,105.174128,97.235966,110.488116
6,10,uniform,64,16,6,10,105.794543,155.036676,104.215050,166.355685,270.570736,260.831219,103.734030,98.507019,107.300859
6,10,uniform,64,32,6,10,118.293525,180.495764,117.898463,188.887462,306.785925,298.789289,102.676346,99.666033,104.649249
6,10,strided,1,1,6,10,27.238571,12.890637,12.208644,11.863866,24.072510,40.129208,59.987504,44.821162,92.034756
6,10,strided,1,2,6,10,42.281289,22.133063,21.758301,12.051490,33.809791,64.414353,52.487977,51.460827,54.450165
6,10,strided,1,4,6,10,63.411711,43.144173,42.666665,31.823891,74.490556,106.555883,69.907502,67.285151,73.761737
6,10,strided,1,8,6,10,80.264545,67.719971,69.094359,61.085487,130.179846,147.984516,87.968559,86.083288,90.203061
6,10,strided,1,16,6,10,98.476333,86.903364,90.990627,81.555908,172.546535,185.379697,93.077364,92.398472,93.846664
6,10,strided,1,32,6,10,107.041240,97.108355,104.554390,93.641309,198.195699,204.149596,97.083562,97.676736,96.429714
6,10,strided,2,1,6,10,21.940409,12.770070,9.294568,10.437331,19.731899,34.710479,56.847095,42.362785,81.732758
6,10,strided,2,2,6,10,35.910136,21.572086,17.349040,10.638961,27.988002,57.482222,48.689839,48.312377,49.318184
6,10,strided,2,4,6,10,56.387183,42.043944,37.427757,28.256396,65.684153,98.431127,66.731079,66.376355,67.206816
6,10,strided,2,8,6,10,77.340019,66.340374,68.320040,59.858036,128.178076,143.680393,89.210555,88.337242,90.228669
6,10,strided,2,16,6,10,94.868003,84.740264,90.511524,79.067908,169.579432,179.608267,94.416273,95.407852,93.306186
6,10,strided,2,32,6,10,107.872644,95.091685,105.900719,92.040330,197.941049,202.964329,97.525043,98.171987,96.791145
6,10,strided,4,1,6,10,12.772558,12.910954,6.517428,7.965481,14.482910,25.683512,56.389912,51.026803,61.695532
6,10,strided,4,2,6,10,26.727569,21.789045,12.059251,13.548894,25.608145,48.516614,52.782219,45.119147,62.182141
6,10,strided,4,4,6,10,44.352255,43.225986,25.475608,26.046400,51.522008,87.578241,58.829690,57.439263,60.256346
6,10,strided,4,8,6,10,68.705018,67.289738,54.106090,50.722006,104.828096,135.994756,77.082455,78.751293,75.378516
6,10,strided,4,16,6,10,89.255703,86.691416,84.175644,76.474201,160.649844,175.947118,91.305755,94.308421,88.214271
6,10,strided,4,32,6,10,104.015081,95.977299,102.380002,91.233412,193.613414,199.992380,96.810395,98.428036,95.057282
6,10,strided,8,1,6,10,11.900491,13.092798,6.453888,8.125976,14.579864,24.993289,58.335115,54.232114,62.064472
6,10,strided,8,2,6,10,22.085513,21.958787,11.573942,13.226570,24.800512,44.044299,56.308108,52.405131,60.233609
6,10,strided,8,4,6,10,40.915248,43.256301,25.271763,26.054814,51.326577,84.171549,60.978535,61.766124,60.233570
6,10,strided,8,8,6,10,66.540345,69.626560,53.474220,49.579235,103.053455,136.166905,75.681719,80.363604,71.207360
6,10,strided,8,16,6,10,88.834142,87.121784,84.624001,75.468343,160.092344,175.955926,90.984343,95.260672,86.623964
6,10,strided,8,32,6,10,104.145508,96.294604,103.118759,90.339447,193.458207,200.440112,96.516713,99.014121,93.815690
6,10,strided,16,1,6,10,12.001282,13.175713,6.472612,8.202509,14.675121,25.176996,58.287816,53.932667,62.254764
6,10,strided,16,2,6,10,21.848065,22.230194,11.619086,13.415077,25.034162,44.078258,56.794808,53.181304,60.346198
6,10,strided,16,4,6,10,41.207892,43.985737,24.813670,26.430136,51.243806,85.193628,60.149810,60.215819,60.087970
6,10,strided,16,8,6,10,67.104568,69.625406,54.018287,49.713214,103.731501,136.729974,75.865955,80.498672,71.400969
6,10,strided,16,16,6,10,89.359341,87.340390,85.093557,75.175493,160.269050,176.699731,90.701355,95.226258,86.071854
6,10,strided,16,32,6,10,104.854321,96.732106,103.816835,90.531838,194.348673,201.586428,96.409602,99.010545,93.590269
6,10,strided,32,1,6,10,12.045537,13.226237,6.478290,8.221288,14.699578,25.271774,58.165993,53.781660,62.158938
6,10,strided,32,2,6,10,22.131663,22.322476,11.578799,13.379302,24.958101,44.454139,56.143480,52.317800,59.936457
6,10,strided,32,4,6,10,41.690395,43.944263,25.519939,26.642513,52.162452,85.634658,60.912781,61.212994,60.627966
6,10,strided,32,8,6,10,67.420618,69.501955,54.189276,49.704673,103.893949,136.922572,75.877882,80.374933,71.515503
6,10,strided,32,16,6,10,89.844090,88.086019,85.464609,75.639483,161.104092,177.930110,90.543468,95.125465,85.870021
6,10,strided,32,32,6,10,105.124353,96.896356,104.040552,89.839529,193.880081,202.020710,95.970399,98.969029,92.717139
6,10,strided,64,1,6,10,12.138685,13.240348,6.353601,8.186340,14.539940,25.379033,57.291151,52.341755,61.828733
6,10,strided,64,2,6,10,21.859338,22.310008,11.572568,13.570725,25.143294,44.169346,56.924759,52.941075,60.827972
6,10,strided,64,4,6,10,41.212142,43.913206,24.256801,27.117321,51.374123,85.125348,60.351145,58.858385,61.752088
6,10,strided,64,8,6,10,66.946315,69.406210,53.332619,49.413204,102.745823,136.352525,75.353077,79.664757,71.194211
6,10,strided,64,16,6,10,89.823404,88.148963,84.852121,75.294254,160.146375,177.972367,89.983843,94.465492,85.417062
6,10,strided,64,32,6,10,105.265177,96.804106,103.974469,89.601015,193.575484,202.069283,95.796591,98.773851,92.559106
6,10,scatter,1,1,6,10,11.291523,11.542092,6.088443,7.710117,13.798560,22.833616,60.430903,53.920475,66.799996
6,10,scatter,1,2,6,10,14.914884,15.845262,8.328378,10.661461,18.989838,30.760146,61.735203,55.839372,67.284852
6,10,scatter,1,4,6,10,24.932850,23.770765,11.723792,17.544104,29.267896,48.703615,60.093888,47.021467,73.805383
6,10,scatter,1,8,6,10,31.089184,36.262831,16.519250,28.022805,44.542055,67.352015,66.133218,53.135040,77.276937
6,10,scatter,1,16,6,10,41.289021,45.857431,21.719541,37.899120,59.618661,87.146452,68.412034,52.603671,82.645536
6,10,scatter,1,32,6,10,44.669676,51.948280,30.296032,48.307276,78.603308,96.617956,81.354761,67.822367,92.991098
6,10,scatter,2,1,6,10,9.575687,10.563507,5.409939,6.778651,12.188590,20.139194,60.521739,56.496617,64.170461
6,10,scatter,2,2,6,10,11.681997,14.386126,6.828445,9.445269,16.273714,26.068123,62.427641,58.452722,65.655404
6,10,scatter,2,4,6,10,14.196805,21.128717,8.222836,16.850910,25.073746,35.325523,70.979123,57.920326,79.753588
6,10,scatter,2,8,6,10,17.539409,29.465970,9.849298,21.782777,31.632075,47.005379,67.294585,56.155246,73.925198
6,10,scatter,2,16,6,10,28.390535,36.376049,13.363784,24.280729,37.644514,64.766584,58.123358,47.071267,66.749220
6,10,scatter,2,32,6,10,34.390817,42.043944,17.473209,27.570294,45.043503,76.434761,58.930652,50.807775,65.574947
6,10,scatter,4,1,6,10,9.305786,10.252816,5.042976,6.369521,11.412497,19.558602,58.350268,54.191837,62.124595
6,10,scatter,4,2,6,10,11.034855,12.737804,6.107451,7.853090,13.960541,23.772659,58.725196,55.346905,61.651836
6,10,scatter,4,4,6,10,13.917549,18.255789,7.639119,12.826806,20.465925,32.173338,63.611443,54.888391,70.261582
6,10,scatter,4,8,6,10,16.256740,24.920407,8.587565,16.822615,25.410179,41.177147,61.709423,52.824645,67.505376
6,10,scatter,4,16,6,10,22.713903,30.331087,11.170096,18.349957,29.520053,53.044990,55.650973,49.177351,60.498844
6,10,scatter,4,32,6,10,27.120742,34.891473,12.705931,19.898662,32.604594,62.012215,52.577695,46.849498,57.030158
6,10,scatter,8,1,6,10,9.006528,10.159045,4.992934,6.384102,11.377036,19.165573,59.361834,55.436832,62.841555
6,10,scatter,8,2,6,10,10.534006,12.120024,5.920412,7.918921,13.839333,22.654030,61.089939,56.202855,65.337503
6,10,scatter,8,4,6,10,12.817053,17.218279,6.993351,11.932233,18.925583,30.035333,63.011066,54.562858,69.299798
6,10,scatter,8,8,6,10,15.399287,23.318011,7.851149,15.118532,22.969681,38.717298,59.326664,50.983849,64.836285
6,10,scatter,8,16,6,10,21.924582,28.674100,10.503511,16.601800,27.105311,50.598683,53.569203,47.907462,57.898242
6,10,scatter,8,32,6,10,26.242940,32.684756,11.888499,17.794974,29.683473,58.927696,50.372702,45.301704,54.444261
6,10,scatter,16,1,6,10,9.055842,10.132540,4.924973,6.275441,11.200414,19.188382,58.370812,54.384484,61.933548
6,10,scatter,16,2,6,10,10.481043,11.945228,5.833686,7.792106,13.625793,22.426271,60.758175,55.659407,65.231963
6,10,scatter,16,4,6,10,12.723970,16.975627,6.923441,11.806746,18.730187,29.699597,63.065460,54.412590,69.551162
6,10,scatter,16,8,6,10,15.072461,22.942762,7.682650,14.848566,22.531215,38.015223,59.268929,50.971435,64.720044
6,10,scatter,16,16,6,10,22.033189,27.779516,10.403972,15.969711,26.373683,49.812705,52.945695,47.219546,57.487363
6,10,scatter,16,32,6,10,25.375617,31.843481,11.521832,17.196212,28.718045,57.219099,50.189614,45.405131,54.002300
6,10,scatter,32,1,6,10,9.008694,10.099650,4.892252,6.249596,11.141848,19.108345,58.308809,54.305899,61.879329
6,10,scatter,32,2,6,10,10.414059,11.809552,5.751247,7.695406,13.446653,22.223611,60.506156,55.225796,65.162555
6,10,scatter,32,4,6,10,12.700083,17.031670,6.918645,11.990578,18.909223,29.731752,63.599424,54.477167,70.401658
6,10,scatter,32,8,6,10,15.147660,23.912316,7.564385,15.606972,23.171357,39.059976,59.322507,49.937647,65.267506
6,10,scatter,32,16,6,10,22.134435,29.815189,10.256031,16.878141,27.134172,51.949624,52.231701,46.335185,56.609202
6,10,scatter,32,32,6,10,26.551270,35.221390,11.807707,18.395317,30.203024,61.772660,48.893837,44.471346,52.227686
6,10,scatter,64,1,6,10,8.874204,10.041282,1.701724,1.858115,3.559839,18.915487,18.819706,19.176076,18.504757
6,10,scatter,64,2,6,10,10.176719,11.762424,2.287140,2.565498,4.852638,21.939143,22.118630,22.474240,21.810961
6,10,scatter,64,4,6,10,12.408560,17.201262,2.221203,3.565783,5.786986,29.609821,19.544144,17.900569,20.729779
6,10,scatter,64,8,6,10,14.931290,24.183095,2.953307,5.001577,7.954884,39.114385,20.337490,19.779318,20.682120
6,10,scatter,64,16,6,10,22.476008,30.385086,3.444668,4.938747,8.383415,52.861093,15.859330,15.325978,16.253853
6,10,scatter,64,32,6,10,26.763842,36.550554,3.902455,5.584970,9.487425,63.314396,14.984625,14.581071,15.280124
4,12,uniform,1,1,4,12,21.671958,30.595705,16.458061,27.014014,43.472075,52.267663,83.172028,75.941736,88.293485
4,12,uniform,1,2,4,12,32.751623,47.421127,23.439198,61.904283,85.343481,80.172750,106.449487,71.566525,130.541567
4,12,uniform,1,4,4,12,48.152829,82.383406,40.156863,114.287997,154.444860,130.536235,118.315700,83.394609,138.726962
4,12,uniform,1,8,4,12,63.565467,129.134970,57.715542,164.199181,221.914723,192.700437,115.160467,90.797008,127.153149
4,12,uniform,1,16,4,12,74.472727,167.397185,69.933039,197.927510,267.860549,241.869912,110.745709,93.904229,118.238255
4,12,uniform,1,32,4,12,80.025644,199.349049,78.339636,221.630036,299.969671,279.374693,107.371812,97.893165,111.176871
4,12,uniform,2,1,4,12,12.416824,32.141247,11.789170,65.037381,76.826551,44.558071,172.418934,94.945133,202.348655
4,12,uniform,2,2,4,12,21.072669,51.100195,20.521685,97.961133,118.482818,72.172865,164.165325,97.385312,191.704029
4,12,uniform,2,4,4,12,36.632756,86.917774,35.060051,138.782110,173.842161,123.550530,140.705314,95.706836,159.670575
4,12,uniform,2,8,4,12,55.281318,136.320335,52.835635,186.792073,239.627708,191.601653,125.065575,95.575931,137.024365
4,12,uniform,2,16,4,12,68.908196,175.200663,68.723029,213.489267,282.212297,244.108860,115.609199,99.731285,121.854143
4,12,uniform,2,32,4,12,77.508668,207.064775,77.497209,226.519201,304.016410,284.573443,106.832320,99.985215,109.395334
4,12,uniform,4,1,4,12,12.805002,33.720607,11.988659,68.900649,80.889308,46.525609,173.859750,93.624806,204.328023
4,12,uniform,4,2,4,12,21.742059,51.930272,20.752374,101.779781,122.532156,73.672330,166.320455,95.448065,195.993161
4,12,uniform,4,4,4,12,36.150313,90.192331,35.552179,145.765132,181.317311,126.342644,143.512361,98.345426,161.615883
4,12,uniform,4,8,4,12,53.556155,140.880826,53.493315,193.675202,247.168517,194.436981,127.120117,99.882665,137.474493
4,12,uniform,4,16,4,12,69.651999,181.069933,69.670511,218.012125,287.682635,250.721932,114.741711,100.026577,120.402168
4,12,uniform,4,32,4,12,78.190670,211.310590,78.141141,229.814914,307.956055,289.501260,106.374686,99.936656,108.756932
4,12,uniform,8,1,4,12,12.983210,34.730259,12.179714,71.532834,83.712548,47.713469,175.448465,93.811272,205.966890
4,12,uniform,8,2,4,12,21.898255,52.809024,20.929661,103.507855,124.437517,74.707279,166.566790,95.576846,196.004106
4,12,uniform,8,4,4,12,36.507765,92.061109,35.688915,146.547404,182.236319,128.568874,141.742176,97.757053,159.184921
4,12,uniform,8,8,4,12,54.357121,142.741082,53.893351,196.783697,250.677048,197.098203,127.183832,99.146811,137.860589
4,12,uniform,8,16,4,12,70.129480,182.567429,70.081437,221.076416,291.157852,252.696909,115.220188,99.931493,121.093021
4,12,uniform,8,32,4,12,78.477419,214.230102,78.479618,232.551189,311.030807,292.707521,106.259930,100.002802,108.552060
4,12,uniform,16,1,4,12,13.118679,35.436837,12.149233,72.452160,84.601393,48.555516,174.236420,92.610184,204.454364
4,12,uniform,16,2,4,12,22.138204,54.327550,21.212923,105.780001,126.992924,76.465754,166.078169,95.820434,194.707843
4,12,uniform,16,4,4,12,36.930143,93.710712,36.084380,148.873563,184.957942,130.640855,141.577412,97.709829,158.865043
4,12,uniform,16,8,4,12,54.627560,144.387209,54.004378,198.422140,252.426518,199.014769,126.838083,98.859217,137.423627
4,12,uniform,16,16,4,12,70.381906,184.616580,70.208130,222.956700,293.164830,254.998486,114.967282,99.753096,120.767430
4,12,uniform,16,32,4,12,78.681680,215.642688,78.655488,234.456780,313.112268,294.324368,106.383400,99.966712,108.724660
4,12,uniform,32,1,4,12,13.110477,35.537721,12.219314,72.725186,84.944500,48.648199,174.609752,93.202662,204.642230
4,12,uniform,32,2,4,12,22.216534,54.711646,21.286778,106.556102,127.842880,76.928180,166.184720,95.815026,194.759453
4,12,uniform,32,4,4,12,36.944782,94.298520,36.116695,149.860804,185.977500,131.243302,141.704374,97.758583,158.921693
4,12,uniform,32,8,4,12,54.676696,144.936041,54.076091,198.988755,253.064847,199.612737,126.777905,98.901533,137.294185
4,12,uniform,32,16,4,12,70.499022,185.166729,70.330862,223.945322,294.276184,255.665751,115.101918,99.761472,120.942527
4,12,uniform,32,32,4,12,78.757584,215.977193,78.721367,234.824915,313.546282,294.734777,106.382520,99.954015,108.726719
4,12,uniform,64,1,4,12,13.136017,35.713225,11.289153,69.437523,80.726676,48.849242,165.256764,85.940454,194.430842
4,12,uniform,64,2,4,12,22.248118,54.745921,20.065176,104.419042,124.484218,76.994039,161.680333,90.188197,190.733921
4,12,uniform,64,4,4,12,37.030402,94.433340,34.794508,144.500617,179.295125,131.463742,136.383707,93.962004,153.018645
4,12,uniform,64,8,4,12,54.750388,145.327747,53.634059,196.063577,249.697636,200.078135,124.800062,97.961058,134.911317
4,12,uniform,64,16,4,12,70.555947,185.637963,69.586565,222.714292,292.300857,256.193910,114.093601,98.626081,119.972385
